carat,cut,color,clarity,depth,table,price,volume
0.41,Ideal,I,VVS1,62.0,54.5,891,68.0
0.41,Ideal,G,VS2,62.2,57.0,891,67.07
0.4,Ideal,D,VS2,62.2,54.0,891,66.42
0.38,Ideal,F,VS1,60.9,55.0,891,63.67
0.43,Ideal,H,SI1,60.7,54.0,891,73.21
0.31,Ideal,G,IF,61.4,55.0,891,51.06
0.31,Ideal,G,IF,61.4,55.0,891,51.6
0.31,Ideal,G,IF,62.2,55.0,891,52.06
0.31,Ideal,G,IF,61.9,55.0,891,51.44
0.31,Ideal,G,IF,61.6,56.0,891,52.46
0.31,Ideal,G,IF,61.0,56.0,891,51.77
0.31,Ideal,G,IF,61.3,54.0,891,51.84
0.31,Ideal,G,IF,61.4,56.0,891,52.15
0.31,Ideal,G,IF,62.6,53.0,891,52.44
0.31,Ideal,G,IF,61.8,56.0,891,50.9
0.31,Ideal,G,IF,61.9,54.0,891,51.33
0.31,Ideal,G,IF,61.8,55.0,891,51.56
0.31,Ideal,G,IF,61.8,54.0,891,51.56
0.31,Ideal,G,IF,61.9,54.0,891,51.44
0.31,Ideal,G,IF,61.0,57.0,891,52.32
0.31,Ideal,G,IF,61.7,56.0,891,51.13
0.31,Ideal,G,IF,62.0,54.0,891,51.75
0.31,Ideal,G,IF,61.7,55.0,891,51.68
0.31,Ideal,G,IF,61.6,55.0,891,51.8
0.31,Ideal,G,IF,61.3,56.0,891,51.84
0.31,Ideal,G,IF,62.1,54.0,891,51.63
0.31,Ideal,G,IF,61.3,57.0,891,52.39
0.31,Ideal,G,IF,62.1,54.0,891,52.73
0.31,Ideal,G,IF,60.2,59.0,891,50.76
0.31,Ideal,G,IF,61.9,53.0,891,51.87
0.31,Ideal,G,IF,61.7,54.0,891,52.23
0.31,Ideal,G,IF,62.1,54.0,891,51.63
0.31,Ideal,G,IF,61.0,57.0,891,51.1
0.31,Ideal,G,IF,61.6,55.0,891,51.25
0.31,Ideal,G,IF,61.2,56.0,891,51.41
0.31,Ideal,G,IF,61.2,55.0,891,52.51
0.31,Ideal,G,IF,62.1,54.0,891,52.18
0.43,Good,G,VS2,61.8,60.7,891,69.46
0.41,Good,F,VS1,58.0,61.0,891,67.39
0.46,Good,E,SI1,63.7,58.0,891,73.52
0.33,Ideal,I,IF,61.8,55.0,891,55.02
0.33,Ideal,I,IF,62.1,55.0,891,53.85
0.44,Very Good,J,VS1,63.1,57.0,891,71.98
0.44,Premium,J,VS1,61.9,57.0,891,71.24
0.44,Very Good,J,VS1,63.2,57.0,891,71.68
0.33,Premium,I,IF,62.0,58.0,891,54.65
0.33,Ideal,I,IF,61.6,55.0,891,54.82
0.33,Premium,I,IF,59.0,61.0,891,54.67
0.33,Premium,I,IF,62.1,58.0,891,53.29
0.33,Ideal,I,IF,62.2,56.0,891,54.29
0.33,Ideal,I,IF,61.4,56.0,891,53.38
0.35,Very Good,G,IF,62.1,54.0,892,58.38
0.36,Ideal,G,VVS1,60.0,56.0,892,61.41
0.32,Ideal,E,VVS1,61.2,55.0,892,53.06
0.32,Ideal,E,VVS1,61.2,55.0,892,52.63
0.3,Ideal,F,IF,60.8,56.0,892,50.26
0.3,Ideal,F,IF,60.9,56.0,892,49.61
0.41,Good,H,VVS1,62.6,62.0,892,66.22
0.33,Very Good,E,VVS2,59.8,58.7,893,54.03
0.33,Very Good,E,VVS2,62.3,56.0,893,53.72
0.33,Ideal,D,VVS2,61.7,55.0,893,55.27
0.33,Ideal,F,VVS1,61.9,55.0,893,54.33
0.33,Ideal,F,VVS1,61.4,55.0,893,55.76
0.33,Ideal,F,VVS1,61.3,55.0,893,54.75
0.33,Ideal,F,VVS1,61.1,56.0,893,54.43
0.33,Ideal,F,VVS1,61.7,54.0,893,55.27
0.46,Ideal,I,VS2,62.2,54.7,893,76.02
0.27,Ideal,D,IF,62.4,56.0,893,44.11
0.34,Premium,E,VS2,62.7,56.0,893,56.98
0.34,Good,H,VVS1,64.0,57.0,893,54.72
0.58,Fair,F,I1,65.8,56.0,893,91.31
0.58,Fair,F,I1,66.3,55.0,893,90.09
0.36,Very Good,E,VS1,60.6,58.0,894,59.76
0.41,Ideal,I,VVS2,60.7,57.0,894,68.21
0.39,Good,G,VVS2,63.4,57.0,894,63.16
0.39,Ideal,F,VS1,60.9,56.0,894,63.8
0.39,Premium,F,VS1,61.7,58.0,894,64.06
0.43,Very Good,E,SI1,63.4,56.0,894,70.56
0.38,Ideal,H,VVS1,62.3,53.3,894,62.57
0.37,Premium,F,VS2,59.2,61.0,894,59.93
0.37,Premium,F,VS2,59.7,62.0,894,61.59
0.37,Premium,F,VS2,60.5,59.0,894,60.63
0.4,Very Good,F,VS1,63.1,56.0,895,65.11
0.39,Very Good,F,VS1,63.7,57.0,895,64.0
0.3,Ideal,E,VVS1,60.5,57.0,895,50.3
0.34,Ideal,G,VVS1,62.5,53.0,895,56.2
0.3,Premium,E,VVS1,60.0,60.0,895,49.92
0.3,Very Good,G,IF,62.9,58.0,895,47.59
0.3,Ideal,E,VVS1,61.4,56.0,895,50.52
0.3,Ideal,E,VVS1,61.2,57.0,895,50.22
0.3,Very Good,G,IF,62.8,57.0,895,49.39
0.3,Very Good,G,IF,63.0,53.0,895,49.04
0.3,Premium,E,VVS1,61.3,59.0,895,48.93
0.3,Good,G,IF,63.5,55.0,895,49.41
0.3,Very Good,G,IF,61.0,62.0,895,49.5
0.4,Ideal,E,VVS2,61.1,57.0,895,66.72
0.34,Ideal,G,VVS1,62.1,57.0,895,55.1
0.3,Ideal,G,IF,62.1,55.0,895,50.43
0.3,Ideal,E,VVS1,60.6,57.0,895,49.54
0.3,Premium,G,IF,60.0,59.0,895,48.75
0.3,Ideal,G,IF,62.6,57.0,895,49.74
0.3,Good,G,IF,63.8,55.0,895,49.36
0.3,Ideal,E,VVS1,61.8,56.0,895,49.3
0.34,Ideal,G,VVS1,62.1,55.0,895,55.67
0.3,Ideal,G,IF,61.7,55.0,895,49.94
0.3,Ideal,G,IF,60.9,57.0,895,48.56
0.3,Premium,G,IF,61.6,60.0,895,49.11
0.3,Very Good,G,IF,62.8,57.0,895,49.92
0.3,Ideal,E,VVS1,60.1,57.0,895,50.99
0.3,Ideal,E,VVS1,61.5,57.0,895,50.29
0.3,Ideal,G,IF,61.4,57.0,895,50.52
0.3,Ideal,G,IF,62.0,56.0,895,49.48
0.3,Premium,G,IF,60.2,58.0,895,50.22
0.32,Ideal,F,VVS1,61.9,56.0,895,53.65
0.4,Ideal,D,VS2,62.8,57.0,895,65.16
0.39,Ideal,F,VS1,62.5,57.0,895,63.82
0.5,Ideal,I,SI2,62.2,53.0,895,83.79
0.5,Ideal,J,SI1,62.3,55.0,895,82.13
0.39,Ideal,I,IF,62.3,54.0,895,64.72
0.35,Premium,I,SI1,62.5,58.0,472,57.36
0.3,Good,H,SI2,63.9,56.0,473,49.25
0.3,Premium,H,SI2,60.9,59.0,473,49.61
0.3,Premium,J,VS2,62.2,58.0,473,49.14
0.3,Premium,J,VS2,61.6,61.0,473,49.11
0.3,Premium,J,VS2,60.6,59.0,473,50.18
0.3,Very Good,J,VS2,63.4,57.0,473,48.36
0.36,Premium,G,SI2,60.8,58.0,473,58.78
0.3,Very Good,H,VS2,60.9,61.0,473,49.61
0.3,Premium,H,VS2,62.3,58.0,473,50.2
0.36,Premium,G,SI2,62.4,58.0,473,59.52
0.3,Premium,I,VS1,60.3,58.0,473,48.93
0.3,Very Good,H,VS2,62.7,59.0,473,47.82
0.3,Very Good,I,VS1,63.0,53.0,473,49.57
0.3,Premium,H,VS2,62.5,59.0,473,48.16
0.3,Ideal,I,VS1,62.5,57.0,473,49.85
0.3,Premium,H,VS2,61.8,60.0,473,48.66
0.3,Very Good,I,VS1,62.9,58.0,473,49.16
0.3,Very Good,I,VS1,60.8,59.0,473,48.67
0.3,Very Good,H,VS2,62.5,58.0,473,48.68
0.3,Premium,I,VS1,61.7,58.0,473,48.88
0.3,Very Good,H,VS2,61.1,61.0,473,49.27
0.3,Good,H,VS2,63.5,54.0,473,49.94
0.3,Good,H,VS2,63.5,59.0,473,48.24
0.3,Ideal,I,VS1,61.0,56.0,473,50.57
0.36,Premium,G,SI2,59.3,59.0,473,59.21
0.3,Ideal,I,VS1,62.5,54.0,473,49.85
0.3,Very Good,H,VS2,60.9,61.0,473,47.92
0.3,Very Good,I,VS1,60.4,58.0,473,50.41
0.3,Premium,I,VS1,59.8,60.0,473,49.2
0.4,Very Good,H,VS2,63.1,62.0,895,65.74
0.36,Ideal,F,VVS2,62.4,55.0,896,58.92
0.36,Ideal,F,VVS2,61.5,56.0,896,59.54
0.36,Ideal,F,VVS2,61.7,57.0,896,59.75
0.37,Ideal,E,VVS2,61.8,54.0,896,61.18
0.37,Ideal,E,VVS2,62.5,53.0,896,61.2
0.52,Ideal,J,SI1,61.4,56.4,896,84.4
0.4,Ideal,H,SI1,61.8,57.0,896,66.61
0.42,Ideal,G,SI1,61.6,56.0,896,69.14
0.33,Very Good,F,IF,58.7,55.0,897,56.43
0.31,Very Good,F,VVS1,62.4,60.0,897,49.44
0.31,Very Good,F,VVS1,61.8,59.0,897,50.48
0.31,Ideal,F,VVS1,61.8,56.0,897,50.9
0.31,Ideal,F,VVS1,62.1,56.0,897,51.63
0.31,Very Good,F,VVS1,62.4,57.0,897,49.97
0.35,Very Good,G,IF,62.6,59.0,898,55.5
0.33,Very Good,G,IF,62.6,55.0,898,54.24
0.38,Ideal,H,VVS2,62.1,54.0,898,62.0
0.4,Good,D,VS1,63.2,56.0,898,66.25
0.4,Ideal,E,VS1,62.1,55.0,898,67.35
0.33,Ideal,E,VVS2,60.7,55.0,898,55.16
0.32,Ideal,F,VVS1,62.0,55.0,898,53.53
0.34,Ideal,G,VS1,61.3,55.0,898,57.17
0.32,Ideal,E,VS1,61.6,55.0,898,54.14
0.32,Ideal,E,VS1,61.0,57.0,898,52.32
0.32,Ideal,E,VS1,61.4,56.0,898,53.38
0.32,Ideal,G,IF,61.7,57.0,898,52.78
0.32,Ideal,G,IF,61.4,55.0,898,53.38
0.32,Ideal,G,IF,61.8,55.0,898,52.66
0.42,Premium,H,SI1,60.9,58.0,898,69.25
0.42,Premium,H,SI1,62.1,59.0,898,68.52
0.42,Ideal,H,SI1,62.2,57.0,898,68.37
0.42,Ideal,H,SI1,62.9,57.0,898,69.58
0.42,Very Good,H,SI1,63.2,58.0,898,69.0
0.42,Ideal,H,SI1,62.7,56.0,898,68.03
0.42,Very Good,H,SI1,63.1,57.0,898,68.49
0.38,Premium,F,SI1,62.7,58.0,898,61.42
0.38,Ideal,E,SI1,61.9,55.0,898,63.03
0.38,Premium,E,SI1,61.2,59.0,898,61.76
0.42,Premium,H,SI1,62.0,59.0,898,67.49
0.42,Ideal,H,SI1,62.4,57.0,898,67.95
0.42,Premium,H,SI1,59.5,57.0,898,71.81
0.42,Ideal,E,SI2,62.4,55.0,898,68.6
0.42,Ideal,E,SI2,62.9,56.0,898,68.92
0.42,Ideal,D,SI2,62.4,57.0,898,68.75
0.42,Premium,D,SI2,62.1,59.0,898,68.66
0.42,Premium,D,SI2,60.1,58.0,898,68.83
0.42,Premium,D,SI2,60.0,61.0,898,69.25
0.42,Premium,D,SI2,60.8,59.0,898,67.27
0.38,Premium,I,VS1,59.9,60.0,898,61.81
0.38,Premium,I,VS1,61.3,60.0,898,61.01
0.38,Premium,H,VS2,61.8,58.0,898,61.92
0.38,Ideal,H,VS2,62.8,55.0,898,63.14
0.38,Premium,H,VS2,60.5,59.0,898,61.85
0.38,Premium,H,VS2,60.6,58.0,898,62.47
0.38,Premium,H,VS2,60.9,60.0,898,61.06
0.38,Premium,H,VS2,63.0,56.0,898,60.89
0.38,Ideal,H,VS2,62.8,56.0,898,61.28
0.38,Premium,F,SI1,60.4,58.0,898,62.73
0.41,Premium,G,VS1,62.5,59.0,899,67.01
0.41,Very Good,G,VS1,62.7,57.0,899,67.38
0.41,Premium,G,VS1,62.6,58.0,899,66.08
0.41,Ideal,G,VS1,61.7,57.0,899,68.06
0.41,Very Good,G,VS1,62.4,57.0,899,65.86
0.41,Ideal,G,VS1,60.8,57.0,899,68.07
0.41,Ideal,G,VS1,62.4,57.0,899,65.86
0.41,Very Good,G,VS1,60.5,57.0,899,68.12
0.41,Ideal,H,VVS2,62.0,56.0,899,66.84
0.41,Ideal,G,VS1,61.5,56.0,899,67.17
0.41,Premium,G,VS1,61.9,58.0,899,66.98
0.41,Very Good,G,VS1,61.5,58.0,899,67.17
0.41,Ideal,G,VS1,61.6,57.0,899,66.25
0.41,Very Good,G,VS1,60.0,61.0,899,67.0
0.41,Very Good,G,VS1,60.7,58.0,899,67.56
0.41,Premium,G,VS1,60.2,59.0,899,67.23
0.41,Ideal,G,VS1,61.4,55.0,899,67.46
0.41,Premium,G,VS1,62.1,60.0,899,66.56
0.41,Premium,G,VS1,61.9,60.0,899,65.55
0.41,Ideal,G,VS1,61.9,57.0,899,67.77
0.41,Ideal,G,VS1,60.8,56.0,899,67.42
0.41,Very Good,G,VS1,62.3,56.0,899,68.23
0.41,Premium,G,VS1,60.5,58.0,899,66.03
0.41,Ideal,H,VVS2,62.5,56.0,899,67.15
0.41,Very Good,G,VS1,61.7,57.0,899,66.75
0.41,Very Good,H,VVS2,62.2,58.0,899,65.64
0.41,Ideal,G,VS1,59.8,57.0,899,67.56
0.38,Good,F,VS2,62.4,54.3,899,61.82
0.5,Premium,I,SI2,59.8,56.0,900,84.25
0.4,Very Good,H,VVS1,60.5,59.0,900,64.62
0.39,Very Good,E,VS1,60.0,59.0,900,65.57
0.41,Ideal,G,VS2,61.6,54.0,900,69.14
0.35,Ideal,E,VS1,62.0,55.0,900,58.64
0.32,Ideal,F,VS1,61.9,56.0,900,51.87
0.32,Ideal,F,VS1,61.3,56.0,900,52.94
0.32,Ideal,F,VS1,61.9,56.0,900,51.99
0.32,Ideal,E,VS2,61.9,56.0,900,51.99
0.32,Ideal,E,VS2,61.3,57.0,900,53.5
0.32,Ideal,E,VS2,61.9,55.0,900,53.65
0.32,Premium,E,VS2,60.5,55.0,900,53.7
0.32,Ideal,E,VS2,62.3,56.0,900,52.93
0.32,Ideal,E,VS2,62.1,55.0,900,53.29
0.4,Premium,G,SI1,59.2,61.0,900,65.3
0.4,Premium,G,SI1,61.6,59.0,900,63.57
0.4,Ideal,G,SI1,60.2,56.0,900,66.58
0.32,Ideal,E,VS2,62.0,57.0,900,52.85
0.4,Premium,G,SI1,62.0,59.0,900,65.41
0.4,Very Good,G,SI1,60.0,63.0,900,65.57
0.4,Premium,G,SI1,59.3,59.0,900,65.94
0.4,Premium,G,SI1,61.4,60.0,900,63.35
0.4,Premium,G,SI1,62.7,59.0,900,64.67
0.4,Premium,G,SI1,62.0,59.0,900,64.78
0.4,Premium,G,SI1,61.1,61.0,900,64.66
0.4,Premium,G,SI1,62.8,60.0,900,64.39
0.32,Premium,E,VS2,60.5,58.0,900,53.71
0.32,Premium,E,VS2,61.0,59.0,900,53.54
0.32,Ideal,E,VS2,60.8,55.0,900,53.78
0.32,Ideal,E,VS2,61.7,56.0,900,53.45
0.32,Ideal,E,VS2,62.3,57.0,900,53.6
0.32,Premium,E,VS2,61.2,59.0,900,52.63
0.32,Ideal,E,VS2,61.4,56.0,900,52.82
0.32,Ideal,E,VS2,61.8,55.0,900,53.21
0.32,Ideal,E,VS2,62.1,56.0,900,53.41
0.32,Ideal,E,VS2,62.1,54.0,900,53.29
0.32,Ideal,E,VS2,62.1,55.0,900,53.29
0.32,Ideal,E,VS2,62.0,55.0,900,53.53
0.32,Ideal,E,VS2,62.0,55.0,900,52.85
0.32,Premium,E,VS2,60.5,59.0,900,51.93
0.32,Ideal,E,VS2,61.5,55.0,900,52.58
0.32,Ideal,E,VS2,62.0,54.0,900,52.42
0.32,Ideal,E,VS2,62.2,56.0,900,52.61
0.32,Premium,E,VS2,61.7,58.0,900,52.35
0.32,Ideal,E,VS2,62.1,56.0,900,52.73
0.32,Ideal,E,VS2,62.6,53.0,900,52.45
0.32,Ideal,E,VS2,62.0,57.0,900,52.42
0.32,Ideal,E,VS2,62.3,54.0,900,52.49
0.32,Ideal,E,VS2,62.2,55.0,900,52.06
0.32,Ideal,E,VS2,61.7,55.0,900,52.22
0.32,Premium,E,VS2,62.6,58.0,900,52.56
0.32,Ideal,E,VS2,62.1,55.0,900,52.18
0.32,Ideal,E,VS2,62.1,55.0,900,52.18
0.32,Ideal,E,VS2,62.9,56.0,900,52.64
0.32,Ideal,E,VS2,62.0,55.0,900,51.75
0.32,Ideal,E,VS2,62.7,55.0,900,52.33
0.32,Ideal,E,VS2,62.2,55.0,900,51.94
0.32,Ideal,E,VS2,62.8,54.0,900,52.21
0.32,Premium,E,VS2,61.3,59.0,900,51.18
0.32,Ideal,E,VS2,61.9,56.0,900,51.87
0.49,Premium,J,SI2,59.8,59.0,900,80.79
0.32,Ideal,E,VS2,61.6,55.0,900,53.02
0.43,Premium,D,VS2,59.7,59.0,901,70.64
0.33,Premium,F,VVS2,62.3,60.0,901,53.6
0.31,Ideal,F,IF,60.1,59.0,901,50.99
0.31,Ideal,F,IF,61.1,55.0,901,52.75
0.31,Ideal,F,IF,61.2,56.0,901,51.96
0.31,Ideal,F,IF,61.6,56.0,901,51.25
0.31,Ideal,F,IF,61.7,56.0,901,51.13
0.31,Ideal,F,IF,61.9,54.0,901,52.54
0.31,Ideal,F,IF,62.0,55.0,901,52.42
0.31,Ideal,F,IF,61.7,56.0,901,52.35
0.31,Ideal,F,IF,60.7,56.0,901,52.91
0.33,Ideal,H,VVS1,62.5,56.0,901,54.36
0.33,Ideal,G,VVS2,62.6,53.0,901,54.8
0.33,Premium,G,VVS2,61.5,62.0,901,52.7
0.39,Ideal,G,VVS2,61.9,56.0,902,63.79
0.39,Ideal,G,VVS2,60.7,55.0,902,65.62
0.39,Ideal,G,VVS2,60.6,57.0,902,64.35
0.42,Ideal,E,VS2,60.9,57.0,902,69.91
0.39,Ideal,F,VS1,61.3,56.0,902,64.11
0.39,Ideal,F,VS1,61.6,57.0,902,64.33
0.36,Very Good,G,VS1,61.4,55.0,903,61.36
0.38,Ideal,H,VVS1,61.2,57.0,903,61.89
0.31,Ideal,F,VVS1,61.6,56.0,903,50.71
0.31,Ideal,E,VVS1,61.0,57.0,903,51.22
0.31,Ideal,E,VVS1,61.6,57.0,903,51.37
0.43,Good,G,SI1,63.6,55.0,903,70.8
0.43,Premium,E,SI2,61.0,60.0,903,71.93
0.59,Fair,G,I1,64.6,56.0,903,92.45
0.43,Very Good,G,SI1,63.1,58.0,903,68.49
0.46,Very Good,F,SI1,60.1,57.0,904,76.26
0.38,Good,E,VVS1,62.4,64.0,904,60.73
0.43,Ideal,F,VS2,61.5,56.0,904,70.91
0.4,Ideal,E,VS2,60.9,56.0,904,67.14
0.41,Ideal,F,SI1,61.6,57.0,904,67.68
0.41,Very Good,F,SI1,63.3,58.0,904,66.75
0.41,Good,F,SI1,63.7,58.0,904,67.2
0.41,Ideal,F,SI1,63.0,56.0,904,67.32
0.41,Very Good,F,SI1,63.4,57.0,904,67.26
0.41,Very Good,F,SI1,63.1,59.0,904,66.53
0.41,Very Good,F,SI1,63.5,56.0,904,66.97
0.41,Premium,E,SI1,61.2,59.0,904,67.74
0.41,Premium,E,SI1,59.3,61.0,904,66.44
0.41,Ideal,E,SI1,61.4,57.0,904,67.46
0.41,Very Good,E,SI1,60.5,63.0,904,66.54
0.41,Ideal,E,SI1,61.8,56.0,904,67.26
0.41,Premium,E,SI1,61.1,62.0,904,67.36
0.41,Premium,E,SI1,61.5,61.0,904,66.53
0.41,Ideal,E,SI1,62.8,57.0,904,66.45
0.41,Good,E,SI1,63.6,58.0,904,67.34
0.41,Premium,E,SI1,62.8,58.0,904,67.09
0.41,Very Good,E,SI1,63.1,57.0,904,67.83
0.41,Premium,E,SI1,61.8,60.0,904,66.61
0.41,Good,E,SI1,63.6,56.0,904,66.69
0.41,Very Good,E,SI1,63.2,58.0,904,65.61
0.4,Ideal,H,VVS2,61.4,55.7,905,65.74
0.35,Ideal,E,VVS1,61.9,56.0,905,57.92
0.35,Ideal,E,VVS1,61.8,56.0,905,56.87
0.43,Very Good,I,VVS1,63.0,56.0,905,71.6
0.43,Ideal,I,VVS1,62.2,57.0,905,69.84
0.43,Very Good,F,VS2,61.6,59.0,905,69.14
0.43,Ideal,F,VS2,61.1,56.0,905,71.64
0.43,Very Good,F,VS2,61.1,57.0,905,70.97
0.43,Very Good,F,VS2,61.0,57.0,905,69.77
0.43,Very Good,F,VS2,61.2,59.0,905,70.01
0.43,Very Good,F,VS2,61.3,59.0,905,68.91
0.43,Premium,F,VS2,59.8,58.0,905,71.02
0.32,Ideal,H,VVS1,61.3,56.0,905,53.5
0.32,Ideal,F,VVS1,60.7,56.0,905,53.23
0.3,Ideal,D,VVS1,61.9,57.0,905,48.54
0.38,Ideal,E,VS1,61.7,53.0,905,64.06
0.46,Ideal,E,SI1,62.0,54.0,905,76.63
0.32,Ideal,G,IF,61.5,55.0,905,52.7
0.32,Ideal,G,IF,61.3,56.0,905,52.94
0.36,Premium,F,VS2,59.4,56.0,905,61.63
0.3,Premium,G,VVS1,62.4,59.0,905,48.91
0.36,Good,F,VS1,63.9,54.0,905,58.58
0.34,Premium,F,VS1,60.0,59.0,905,57.22
0.41,Very Good,E,VS1,60.4,59.0,906,67.47
0.38,Very Good,F,VS2,61.9,54.6,906,62.76
0.38,Very Good,F,VS2,61.9,54.8,906,62.76
0.34,Ideal,F,VVS1,61.4,55.0,906,57.63
0.33,Ideal,E,VVS1,60.7,57.0,906,54.59
0.33,Ideal,E,VVS1,62.2,54.0,906,55.55
0.46,Ideal,I,VS1,62.2,54.0,906,76.32
0.35,Ideal,F,VS2,62.1,57.0,906,58.12
0.35,Ideal,F,VS2,62.5,57.0,906,57.49
0.35,Premium,F,VS2,61.1,62.0,906,56.39
0.35,Ideal,F,VS2,61.4,55.0,906,58.81
0.35,Premium,H,VVS2,62.7,58.0,906,56.4
0.35,Ideal,H,VVS2,63.0,55.0,906,57.05
0.35,Premium,H,VVS2,62.5,58.0,906,56.78
0.35,Ideal,H,VVS2,62.5,57.0,906,57.36
0.35,Premium,H,VVS2,61.9,58.0,906,57.2
0.35,Ideal,H,VVS2,59.2,56.0,906,58.61
0.35,Ideal,G,VS1,62.6,54.0,906,58.54
0.35,Premium,G,VS1,61.2,56.0,906,57.43
0.35,Premium,G,VS1,60.7,61.0,906,57.6
0.35,Ideal,G,VS1,60.5,57.0,906,57.52
0.35,Premium,G,VS1,62.9,58.0,906,56.72
0.35,Premium,G,VS1,61.7,61.0,906,56.42
0.35,Premium,G,VS1,62.3,59.0,906,57.15
0.35,Premium,G,VS1,61.5,58.0,906,56.8
0.35,Ideal,G,VS1,61.9,55.0,906,57.2
0.35,Premium,G,VS1,61.2,58.0,906,56.72
0.35,Ideal,G,VS1,62.5,55.0,906,58.07
0.35,Ideal,G,VS1,61.9,55.0,906,57.33
0.35,Ideal,G,VS1,62.1,56.0,906,58.12
0.35,Ideal,F,VS2,61.4,54.0,906,58.22
0.35,Ideal,F,VS2,62.3,55.0,906,58.46
0.35,Ideal,F,VS2,62.1,56.0,906,58.72
0.35,Ideal,F,VS2,61.4,54.0,906,58.22
0.35,Ideal,F,VS2,60.5,57.0,906,57.39
0.35,Premium,F,VS2,61.5,59.0,906,57.51
0.35,Ideal,F,VS2,61.4,56.0,906,57.63
0.35,Premium,F,VS2,61.4,59.0,906,57.63
0.35,Ideal,F,VS2,61.5,57.0,906,57.51
0.35,Ideal,F,VS2,60.8,57.0,906,56.89
0.35,Ideal,F,VS2,61.9,54.0,906,57.2
0.35,Premium,F,VS2,62.0,59.0,906,57.66
0.35,Ideal,F,VS2,62.4,55.0,906,57.61
0.35,Ideal,F,VS2,62.4,57.0,906,57.03
0.35,Premium,F,VS2,62.1,60.0,906,55.79
0.35,Ideal,F,VS2,62.2,55.0,906,56.82
0.35,Premium,F,VS2,61.9,58.0,906,56.75
0.35,Ideal,F,VS2,62.6,56.0,906,57.23
0.35,Premium,F,VS2,61.8,58.0,906,56.29
0.35,Ideal,D,VS2,60.5,56.0,907,59.42
0.42,Ideal,G,VS2,62.2,54.1,907,69.55
0.41,Very Good,D,SI1,63.4,56.0,907,67.77
0.4,Premium,E,SI1,62.9,58.0,907,66.31
0.4,Ideal,E,SI1,62.5,57.0,907,65.72
0.4,Premium,E,SI1,62.8,59.0,907,65.8
0.4,Premium,E,SI1,62.8,59.0,907,64.53
0.31,Ideal,H,VVS1,62.2,54.0,907,52.06
0.31,Premium,H,VVS1,60.5,58.0,907,52.04
0.31,Ideal,H,VVS1,61.5,54.0,907,51.49
0.31,Premium,H,VVS1,60.6,59.0,907,50.61
0.31,Premium,H,VVS1,63.0,58.0,907,51.85
0.31,Ideal,H,VVS1,62.7,54.0,907,51.78
0.31,Ideal,H,VVS1,62.2,56.0,907,51.4
0.31,Ideal,H,VVS1,61.5,56.0,907,50.94
0.31,Ideal,H,VVS1,61.6,55.0,907,51.25
0.31,Premium,H,VVS1,62.1,58.0,907,50.97
0.31,Premium,H,VVS1,61.9,58.0,907,50.25
0.31,Premium,H,VVS1,61.8,58.0,907,49.83
0.31,Very Good,H,VVS1,63.3,58.0,907,50.29
0.31,Premium,H,VVS1,62.6,58.0,907,50.15
0.31,Very Good,H,VVS1,63.3,56.0,907,50.71
0.31,Very Good,H,VVS1,63.1,57.0,907,49.46
0.31,Ideal,G,VVS2,60.8,56.0,907,51.46
0.31,Premium,G,VVS2,60.5,58.0,907,51.93
0.3,Ideal,H,VS2,60.7,57.0,473,49.95
0.3,Very Good,H,VS2,61.1,61.0,473,48.74
0.3,Good,I,VS1,63.3,59.0,473,47.44
0.3,Premium,I,VS1,59.1,59.0,473,49.16
0.3,Ideal,I,VS1,61.6,56.0,473,50.17
0.3,Premium,I,VS1,61.7,59.0,473,48.36
0.3,Very Good,H,VS2,62.7,59.0,473,47.93
0.34,Ideal,G,SI1,62.7,57.0,473,56.98
0.37,Good,I,VS2,64.0,56.0,473,58.9
0.3,Good,I,VS1,63.5,57.0,473,49.29
0.36,Very Good,G,SI2,61.9,56.0,473,59.1
0.3,Premium,I,VS1,61.6,60.0,473,48.47
0.3,Very Good,H,VS2,62.9,59.0,473,49.28
0.3,Very Good,H,VS2,63.0,59.0,473,49.05
0.3,Premium,I,VS1,60.5,60.0,473,48.6
0.3,Very Good,I,VS1,62.9,59.0,473,48.63
0.3,Good,H,VS2,63.5,58.0,473,48.88
0.3,Good,I,VS1,63.7,58.0,473,48.54
0.3,Premium,H,VS2,62.2,59.0,473,49.25
0.3,Very Good,H,VS2,62.6,58.0,473,48.04
0.3,Very Good,I,VS1,62.0,58.0,473,48.43
0.3,Very Good,I,VS1,58.8,61.0,473,50.25
0.3,Good,I,VS1,63.4,54.0,473,50.59
0.29,Very Good,E,VS1,62.8,44.0,474,47.19
0.35,Ideal,H,SI2,60.3,55.0,474,59.81
0.26,Ideal,H,SI1,60.5,58.0,474,43.71
0.36,Very Good,H,SI2,61.2,55.0,475,59.59
0.24,Very Good,D,SI1,63.1,55.0,475,39.76
0.3,Ideal,H,SI1,62.6,53.1,475,49.39
0.3,Ideal,H,SI1,62.5,53.9,475,49.85
0.31,Premium,G,VVS2,60.0,62.0,907,51.77
0.31,Ideal,G,VVS2,61.9,55.0,907,50.78
0.31,Ideal,G,VVS2,62.4,56.0,907,51.16
0.31,Ideal,G,VVS2,61.7,54.0,907,51.13
0.31,Ideal,G,VVS2,61.4,56.0,907,51.06
0.31,Premium,G,VVS2,62.2,59.0,907,50.86
0.31,Ideal,G,VVS2,62.7,57.0,907,50.69
0.31,Ideal,G,VVS2,62.4,56.0,907,50.62
